ID,대출등급
TEST_00625,F
TEST_00626,F
TEST_00627,F
TEST_00628,F
TEST_00629,F
TEST_00630,F
TEST_00631,B
TEST_00632,E
TEST_00633,F
TEST_00634,F
TEST_00635,F
TEST_00636,F
TEST_00637,F
TEST_00638,F
TEST_00639,E
TEST_00640,F
TEST_00641,F
TEST_00642,F
TEST_00643,F
TEST_00644,C
TEST_00645,F
TEST_00646,F
TEST_00647,F
TEST_00648,F
TEST_00649,F
TEST_00650,F
TEST_00651,F
TEST_00652,F
TEST_00653,F
TEST_00654,F
TEST_00655,E
TEST_00656,F
TEST_00657,E
TEST_00658,F
TEST_00659,F
TEST_00660,F
TEST_00661,F
TEST_00662,F
TEST_00663,F
TEST_00664,F
TEST_00665,F
TEST_00666,B
TEST_00667,F
TEST_00668,F
TEST_00669,F
TEST_00670,F
TEST_00671,E
TEST_00672,E
TEST_00673,F
TEST_00674,F
TEST_00675,F
TEST_00676,F
TEST_00677,E
TEST_00678,F
TEST_00679,F
TEST_00680,F
TEST_00681,B
TEST_00682,C
TEST_00683,F
TEST_00684,F
TEST_00685,F
TEST_00686,B
TEST_00687,F
TEST_00688,F
TEST_00689,C
TEST_00690,F
TEST_00691,E
TEST_00692,F
TEST_00693,F
TEST_00694,F
TEST_00695,F
TEST_00696,C
TEST_00697,F
TEST_00698,F
TEST_00699,F
TEST_00700,F
TEST_00701,F
TEST_00702,F
TEST_00703,F
TEST_00704,F
TEST_00705,F
TEST_00706,D
TEST_00707,F
TEST_00708,F
TEST_00709,F
TEST_00710,F
TEST_00711,F
TEST_00712,F
TEST_00713,F
TEST_00714,F
TEST_00715,F
TEST_00716,F
TEST_00717,C
TEST_00718,F
TEST_00719,F
TEST_00720,E
TEST_00721,C
TEST_00722,F
TEST_00723,F
TEST_00724,F
TEST_00725,F
TEST_00726,F
TEST_00727,F
TEST_00728,F
TEST_00729,F
TEST_00730,F
TEST_00731,F
TEST_00732,F
TEST_00733,F
TEST_00734,F
TEST_00735,F
TEST_00736,F
TEST_00737,F
TEST_00738,F
TEST_00739,F
TEST_00740,F
TEST_00741,F
TEST_00742,F
TEST_00743,F
TEST_00744,B
TEST_00745,F
TEST_00746,F
TEST_00747,F
TEST_00748,F
TEST_00749,F
TEST_00750,F
TEST_00751,F
TEST_00752,F
TEST_00753,F
TEST_00754,F
TEST_00755,F
TEST_00756,F
TEST_00757,F
TEST_00758,F
TEST_00759,E
TEST_00760,F
TEST_00761,B
TEST_00762,F
TEST_00763,F
TEST_00764,F
TEST_00765,F
TEST_00766,F
TEST_00767,F
TEST_00768,F
TEST_00769,F
TEST_00770,C
TEST_00771,F
TEST_00772,F
TEST_00773,F
TEST_00774,F
TEST_00775,F
TEST_00776,F
TEST_00777,F
TEST_00778,F
TEST_00779,F
TEST_00780,F
TEST_00781,F
TEST_00782,F
TEST_00783,F
TEST_00784,B
TEST_00785,F
TEST_00786,F
TEST_00787,F
TEST_00788,F
TEST_00789,F
TEST_00790,F
TEST_00791,F
TEST_00792,F
TEST_00793,F
TEST_00794,F
TEST_00795,F
TEST_00796,F
TEST_00797,F
TEST_00798,F
TEST_00799,F
TEST_00800,F
TEST_00801,F
TEST_00802,F
TEST_00803,F
TEST_00804,F
TEST_00805,F
TEST_00806,B
TEST_00807,F
TEST_00808,F
TEST_00809,F
TEST_00810,F
TEST_00811,F
TEST_00812,F
TEST_00813,F
TEST_00814,F
TEST_00815,F
TEST_00816,F
TEST_00817,F
TEST_00818,F
TEST_00819,F
TEST_00820,F
TEST_00821,B
TEST_00822,F
TEST_00823,B
TEST_00824,F
TEST_00825,B
TEST_00826,F
TEST_00827,F
TEST_00828,F
TEST_00829,F
TEST_00830,F
TEST_00831,F
TEST_00832,F
TEST_00833,F
TEST_00834,F
TEST_00835,D
TEST_00836,F
TEST_00837,F
TEST_00838,F
TEST_00839,F
TEST_00840,F
TEST_00841,F
TEST_00842,F
TEST_00843,E
TEST_00844,F
TEST_00845,F
TEST_00846,B
TEST_00847,F
TEST_00848,F
TEST_00849,F
TEST_00850,E
TEST_00851,F
TEST_00852,D
TEST_00853,F
TEST_00854,F
TEST_00855,C
TEST_00856,F
TEST_00857,F
TEST_00858,F
TEST_00859,F
TEST_00860,E
TEST_00861,D
TEST_00862,F
TEST_00863,E
TEST_00864,F
TEST_00865,F
TEST_00866,F
TEST_00867,F
TEST_00868,F
TEST_00869,F
TEST_00870,F
TEST_00871,F
TEST_00872,E
TEST_00873,B
TEST_00874,F
TEST_00875,B
TEST_00876,F
TEST_00877,F
TEST_00878,F
TEST_00879,B
TEST_00880,F
TEST_00881,F
TEST_00882,E
TEST_00883,F
TEST_00884,F
TEST_00885,F
TEST_00886,F
TEST_00887,C
TEST_00888,F
TEST_00889,F
TEST_00890,D
TEST_00891,C
TEST_00892,F
TEST_00893,F
TEST_00894,F
TEST_00895,F
TEST_00896,F
TEST_00897,F
TEST_00898,F
TEST_00899,F
TEST_00900,F
TEST_00901,F
TEST_00902,F
TEST_00903,F
TEST_00904,F
TEST_00905,F
TEST_00906,F
TEST_00907,F
TEST_00908,F
TEST_00909,F
TEST_00910,F
TEST_00911,F
TEST_00912,E
TEST_00913,F
TEST_00914,F
TEST_00915,F
TEST_00916,F
TEST_00917,F
TEST_00918,F
TEST_00919,F
TEST_00920,F
TEST_00921,F
TEST_00922,E
TEST_00923,E
TEST_00924,F
TEST_00925,F
TEST_00926,F
TEST_00927,F
TEST_00928,F
TEST_00929,E
TEST_00930,F
TEST_00931,F
TEST_00932,F
TEST_00933,F
TEST_00934,F
TEST_00935,F
TEST_00936,F
TEST_00937,F
TEST_00938,F
TEST_00939,C
TEST_00940,D
TEST_00941,F
TEST_00942,F
TEST_00943,F
TEST_00944,E
TEST_00945,E
TEST_00946,D
TEST_00947,E
TEST_00948,B
TEST_00949,F
TEST_00950,F
TEST_00951,F
TEST_00952,F
TEST_00953,F
TEST_00954,F
TEST_00955,F
TEST_00956,F
TEST_00957,F
TEST_00958,F
TEST_00959,F
TEST_00960,F
TEST_00961,F
TEST_00962,F
TEST_00963,F
TEST_00964,F
TEST_00965,E
TEST_00966,E
TEST_00967,F
TEST_00968,F
TEST_00969,C
TEST_00970,F
TEST_00971,F
TEST_00972,F
TEST_00973,B
TEST_00974,F
TEST_00975,F
TEST_00976,F
TEST_00977,F
TEST_00978,F
TEST_00979,C
TEST_00980,E
TEST_00981,F
TEST_00982,F
TEST_00983,F
TEST_00984,F
TEST_00985,F
TEST_00986,F
TEST_00987,F
TEST_00988,F
TEST_00989,F
TEST_00990,F
TEST_00991,E
TEST_00992,F
TEST_00993,F
TEST_00994,F
TEST_00995,F
TEST_00996,F
TEST_00997,F
TEST_00998,F
TEST_00999,F
TEST_01000,F
TEST_01001,E
TEST_01002,F
TEST_01003,C
TEST_01004,F
TEST_01005,C
TEST_01006,F
TEST_01007,F
TEST_01008,F
TEST_01009,F
TEST_01010,F
TEST_01011,D
TEST_01012,B
TEST_01013,F
TEST_01014,F
TEST_01015,F
TEST_01016,F
TEST_01017,D
TEST_01018,F
TEST_01019,F
TEST_01020,E
TEST_01021,F
TEST_01022,F
TEST_01023,F
TEST_01024,F
TEST_01025,F
TEST_01026,C
TEST_01027,F
TEST_01028,F
TEST_01029,C
TEST_01030,F
TEST_01031,F
TEST_01032,F
TEST_01033,C
TEST_01034,F
TEST_01035,F
TEST_01036,F
TEST_01037,F
TEST_01038,F
TEST_01039,F
TEST_01040,F
TEST_01041,F
TEST_01042,F
TEST_01043,F
TEST_01044,F
TEST_01045,B
TEST_01046,F
TEST_01047,E
TEST_01048,F
TEST_01049,F
TEST_01050,E
TEST_01051,F
TEST_01052,D
TEST_01053,E
TEST_01054,F
TEST_01055,F
TEST_01056,F
TEST_01057,F
TEST_01058,F
TEST_01059,F
TEST_01060,F
TEST_01061,F
TEST_01062,F
TEST_01063,F
TEST_01064,F
TEST_01065,F
TEST_01066,F
TEST_01067,F
TEST_01068,D
TEST_01069,F
TEST_01070,F
TEST_01071,F
TEST_01072,E
TEST_01073,F
TEST_01074,F
TEST_01075,F
TEST_01076,F
TEST_01077,B
TEST_01078,F
TEST_01079,F
TEST_01080,F
TEST_01081,F
TEST_01082,F
TEST_01083,F
TEST_01084,F
TEST_01085,F
TEST_01086,F
TEST_01087,F
TEST_01088,F
TEST_01089,F
TEST_01090,F
TEST_01091,F
TEST_01092,F
TEST_01093,F
TEST_01094,E
TEST_01095,E
TEST_01096,F
TEST_01097,F
TEST_01098,F
TEST_01099,F
TEST_01100,F
TEST_01101,F
TEST_01102,F
TEST_01103,C
TEST_01104,F
TEST_01105,F
TEST_01106,F
TEST_01107,F
TEST_01108,C
TEST_01109,E
TEST_01110,F
TEST_01111,F
TEST_01112,F
TEST_01113,F
TEST_01114,F
TEST_01115,F
TEST_01116,F
TEST_01117,F
TEST_01118,E
TEST_01119,F
TEST_01120,F
TEST_01121,F
TEST_01122,E
TEST_01123,F
TEST_01124,E
TEST_01125,F
TEST_01126,F
TEST_01127,F
TEST_01128,F
TEST_01129,F
TEST_01130,F
TEST_01131,F
TEST_01132,F
TEST_01133,F
TEST_01134,C
TEST_01135,E
TEST_01136,F
TEST_01137,F
TEST_01138,F
TEST_01139,E
TEST_01140,F
TEST_01141,F
TEST_01142,F
TEST_01143,F
TEST_01144,F
TEST_01145,F
TEST_01146,F
TEST_01147,F
TEST_01148,F
TEST_01149,F
TEST_01150,F
TEST_01151,C
TEST_01152,D
TEST_01153,F
TEST_01154,F
TEST_01155,F
TEST_01156,F
TEST_01157,F
TEST_01158,F
TEST_01159,F
TEST_01160,F
TEST_01161,F
TEST_01162,F
TEST_01163,D
TEST_01164,F
TEST_01165,F
TEST_01166,F
TEST_01167,F
TEST_01168,F
TEST_01169,F
TEST_01170,D
TEST_01171,F
TEST_01172,F
TEST_01173,F
TEST_01174,E
TEST_01175,F
TEST_01176,F
TEST_01177,F
TEST_01178,F
TEST_01179,F
TEST_01180,F
TEST_01181,F
TEST_01182,F
TEST_01183,F
TEST_01184,F
TEST_01185,F
TEST_01186,F
TEST_01187,F
TEST_01188,F
TEST_01189,C
TEST_01190,F
TEST_01191,F
TEST_01192,F
TEST_01193,F
TEST_01194,F
TEST_01195,F
TEST_01196,B
TEST_01197,F
TEST_01198,F
TEST_01199,C
TEST_01200,F
TEST_01201,F
TEST_01202,F
TEST_01203,F
TEST_01204,F
TEST_01205,F
TEST_01206,F
TEST_01207,C
TEST_01208,F
TEST_01209,F
TEST_01210,E
TEST_01211,F
TEST_01212,E
TEST_01213,F
TEST_01214,F
TEST_01215,F
TEST_01216,F
TEST_01217,C
TEST_01218,F
TEST_01219,F
TEST_01220,C
TEST_01221,F
TEST_01222,F
TEST_01223,F
TEST_01224,F
TEST_01225,F
TEST_01226,F
TEST_01227,F
TEST_01228,F
TEST_01229,F
TEST_01230,F
TEST_01231,F
TEST_01232,F
TEST_01233,C
TEST_01234,F
TEST_01235,F
TEST_01236,F
TEST_01237,E
TEST_01238,F
TEST_01239,F
TEST_01240,F
TEST_01241,B
TEST_01242,F
TEST_01243,F
TEST_01244,F
TEST_01245,F
TEST_01246,F
TEST_01247,F
TEST_01248,F
TEST_01249,E
TEST_01250,F
TEST_01251,C
TEST_01252,F
TEST_01253,F
TEST_01254,F
TEST_01255,F
TEST_01256,F
TEST_01257,F
TEST_01258,F
TEST_01259,F
TEST_01260,F
TEST_01261,F
TEST_01262,F
TEST_01263,D
TEST_01264,F
TEST_01265,B
TEST_01266,E
TEST_01267,F
TEST_01268,F
TEST_01269,F
TEST_01270,F
TEST_01271,F
TEST_01272,F
TEST_01273,F
TEST_01274,F
TEST_01275,F
TEST_01276,F
TEST_01277,F
TEST_01278,F
TEST_01279,F
TEST_01280,D
TEST_01281,F
TEST_01282,F
TEST_01283,F
TEST_01284,C
TEST_01285,D
TEST_01286,B
TEST_01287,F
TEST_01288,F
TEST_01289,F
TEST_01290,F
TEST_01291,F
TEST_01292,F
TEST_01293,F
TEST_01294,F
TEST_01295,F
TEST_01296,F
TEST_01297,D
TEST_01298,F
TEST_01299,F
TEST_01300,F
TEST_01301,F
TEST_01302,F
TEST_01303,E
TEST_01304,F
TEST_01305,F
TEST_01306,F
TEST_01307,E
TEST_01308,F
TEST_01309,F
TEST_01310,F
TEST_01311,F
TEST_01312,F
TEST_01313,F
TEST_01314,F
TEST_01315,F
TEST_01316,F
TEST_01317,C
TEST_01318,F
TEST_01319,E
TEST_01320,F
TEST_01321,C
TEST_01322,F
TEST_01323,F
TEST_01324,E
TEST_01325,F
TEST_01326,F
TEST_01327,C
TEST_01328,D
TEST_01329,F
TEST_01330,F
TEST_01331,F
TEST_01332,F
TEST_01333,F
TEST_01334,F
TEST_01335,F
TEST_01336,F
TEST_01337,F
TEST_01338,F
TEST_01339,D
TEST_01340,F
TEST_01341,F
TEST_01342,B
TEST_01343,F
TEST_01344,F
TEST_01345,B
TEST_01346,F
TEST_01347,F
TEST_01348,F
TEST_01349,F
TEST_01350,F
TEST_01351,F
TEST_01352,F
TEST_01353,C
TEST_01354,F
TEST_01355,E
TEST_01356,F
TEST_01357,F
TEST_01358,F
TEST_01359,F
TEST_01360,F
TEST_01361,F
TEST_01362,F
TEST_01363,F
TEST_01364,F
TEST_01365,F
TEST_01366,F
TEST_01367,F
TEST_01368,F
TEST_01369,F
TEST_01370,F
TEST_01371,F
TEST_01372,F
TEST_01373,F
TEST_01374,F
TEST_01375,F
TEST_01376,F
TEST_01377,F
TEST_01378,F
TEST_01379,F
TEST_01380,F
TEST_01381,F
TEST_01382,F
TEST_01383,F
TEST_01384,F
TEST_01385,F
TEST_01386,F
TEST_01387,F
TEST_01388,E
TEST_01389,F
TEST_01390,F
TEST_01391,F
TEST_01392,E
TEST_01393,F
TEST_01394,F
TEST_01395,F
TEST_01396,F
TEST_01397,F
TEST_01398,F
TEST_01399,F
TEST_01400,F
TEST_01401,F
TEST_01402,F
TEST_01403,F
TEST_01404,F
TEST_01405,B
TEST_01406,F
TEST_01407,F
TEST_01408,F
TEST_01409,F
TEST_01410,F
TEST_01411,F
TEST_01412,F
TEST_01413,D
TEST_01414,F
TEST_01415,F
TEST_01416,F
TEST_01417,F
TEST_01418,F
TEST_01419,F
TEST_01420,F
TEST_01421,F
TEST_01422,F
TEST_01423,F
TEST_01424,F
TEST_01425,F
TEST_01426,F
TEST_01427,F
TEST_01428,F
TEST_01429,F
TEST_01430,F
TEST_01431,F
TEST_01432,F
TEST_01433,B
TEST_01434,F
TEST_01435,F
TEST_01436,F
TEST_01437,F
TEST_01438,E
TEST_01439,F
TEST_01440,F
TEST_01441,F
TEST_01442,F
TEST_01443,F
TEST_01444,F
TEST_01445,F
TEST_01446,F
TEST_01447,F
TEST_01448,F
TEST_01449,F
TEST_01450,F
TEST_01451,F
TEST_01452,F
TEST_01453,F
TEST_01454,F
TEST_01455,C
TEST_01456,F
TEST_01457,F
TEST_01458,F
TEST_01459,D
TEST_01460,F
TEST_01461,F
TEST_01462,F
TEST_01463,F
TEST_01464,F
TEST_01465,F
TEST_01466,F
TEST_01467,F
TEST_01468,F
TEST_01469,F
TEST_01470,F
TEST_01471,F
TEST_01472,E
TEST_01473,F
TEST_01474,F
TEST_01475,E
TEST_01476,F
TEST_01477,B
TEST_01478,F
TEST_01479,F
TEST_01480,F
TEST_01481,F
TEST_01482,F
TEST_01483,E
TEST_01484,E
TEST_01485,F
TEST_01486,F
TEST_01487,E
TEST_01488,F
TEST_01489,F
TEST_01490,F
TEST_01491,B
TEST_01492,F
TEST_01493,F
TEST_01494,F
TEST_01495,F
TEST_01496,F
TEST_01497,E
TEST_01498,F
TEST_01499,F
TEST_01500,F
TEST_01501,D
TEST_01502,F
TEST_01503,F
TEST_01504,F
TEST_01505,F
TEST_01506,F
TEST_01507,F
TEST_01508,C
TEST_01509,B
TEST_01510,F
TEST_01511,B
TEST_01512,F
TEST_01513,F
TEST_01514,D
TEST_01515,F
TEST_01516,F
TEST_01517,F
TEST_01518,F
TEST_01519,F
TEST_01520,F
TEST_01521,F
TEST_01522,F
TEST_01523,F
TEST_01524,F
TEST_01525,F
TEST_01526,F
TEST_01527,B
TEST_01528,F
TEST_01529,F
TEST_01530,F
TEST_01531,E
TEST_01532,F
TEST_01533,F
TEST_01534,F
TEST_01535,F
TEST_01536,D
TEST_01537,F
TEST_01538,F
TEST_01539,F
TEST_01540,F
TEST_01541,F
TEST_01542,F
TEST_01543,F
TEST_01544,F
TEST_01545,F
TEST_01546,F
TEST_01547,E
TEST_01548,E
TEST_01549,F
TEST_01550,F
TEST_01551,F
TEST_01552,F
